date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:54	20221/20221	---M-Z	200	added ('OK')	application/x-javascript	etag:%224efd-664be6af-55e956b8a6cdb7d9;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/jquery.magnific-popup.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/jquery.magnific-popup.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:44:55	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-664be6b0-191fbb185acf996f;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/slick.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/slick.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:44:57	71373/71373	---M-Z	200	added ('OK')	application/x-javascript	etag:%22116cd-664be6af-cbf78cf577dfb3f3;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/gsap.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/gsap.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:44:58	12177/12177	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f91-664be6b0-9781a7a848d47fc4;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/ScrollSmoother.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/ScrollSmoother.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:44:59	41310/41310	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a15e-664be6b1-197cca9143fb93d;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/ScrollTrigger.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/ScrollTrigger.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:45:00	238/238	---M--	200	added ('OK')	application/x-javascript	etag:%22ee-664be6b1-609807b014d2b582;;;%22	https://wordpressboss.com/cp/wize-demo/assets/js/smoother-script.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/smoother-script.js	(from https://wordpressboss.com/cp/wize-demo/)
21:45:01	2942/2942	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7e-664be6b0-e9dba97d8a40a882;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/jquery.nice-select.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/jquery.nice-select.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:45:02	5485/5485	---M-Z	200	added ('OK')	application/x-javascript	etag:%22156d-664be6af-b2326b528b2fedcb;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/imagesloaded.pkgd.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/imagesloaded.pkgd.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:45:03	35445/35445	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a75-664be6af-e50f5258e69e7678;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/isotope.pkgd.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/isotope.pkgd.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:45:04	6300/6300	---M-Z	200	added ('OK')	application/x-javascript	etag:%22189c-664be6b1-a032816ae57cee1a;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/wow.min.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/wow.min.js	(from https://wordpressboss.com/cp/wize-demo/)
21:45:05	17197/17197	---M-Z	200	added ('OK')	application/x-javascript	etag:%22432d-664be6b0-3748b4061d7b6b68;gz%22	https://wordpressboss.com/cp/wize-demo/assets/js/script.js	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/js/script.js	(from https://wordpressboss.com/cp/wize-demo/)
21:45:08	525744/525744	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22805b0-664be68a-826bd10715e3e9e;gz%22	https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.eot?t=1708865856766	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/fonts/remixicon117c.eot	(from https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.css)
21:45:09	163200/163200	---M--	200	added ('OK')	font/woff2	etag:%2227d80-664be6ae-26f5e5b04a947801;;;%22	https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.woff2?t=1708865856766	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/fonts/remixicon117c.woff2	(from https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.css)
21:45:10	224116/224116	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2236b74-664be6ad-bf9f3917a438d97a;;;%22	https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.woff?t=1708865856766	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/fonts/remixicon117c.woff	(from https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.css)
21:45:12	525572/525572	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2280504-664be691-e12f006cf9b0ee36;gz%22	https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.ttf?t=1708865856766	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/fonts/remixicon117c.ttf	(from https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.css)
21:45:14	2460531/2460531	---MCZ	200	added ('OK')	image/svg+xml	etag:%22258b73-664be6ad-dbf17d819bcb0c7;gz%22	https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.svg?t=1708865856766	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/fonts/remixicon117c.svg	(from https://wordpressboss.com/cp/wize-demo/assets/fonts/remixicon.css)
21:45:14	19450/19450	---M-Z	200	added ('OK')	text/html	etag:%224bfa-6656252a-7c3bc50c1913b13b;gz%22	https://wordpressboss.com/cp/wize-demo/single-blog.html	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/single-blog.html	(from https://wordpressboss.com/cp/wize-demo/blog.html)
21:45:16	82736/82736	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:15%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/blog/blog1.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/blog/blog1.jpg	(from https://wordpressboss.com/cp/wize-demo/blog.html)
21:45:18	162416/162416	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:17%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/blog/blog2.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/blog/blog2.jpg	(from https://wordpressboss.com/cp/wize-demo/blog.html)
21:45:20	56840/56840	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:19%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/blog/blog3.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/blog/blog3.jpg	(from https://wordpressboss.com/cp/wize-demo/blog.html)
21:45:22	165345/165345	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:21%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/projects/single-project1.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/projects/single-project1.jpg	(from https://wordpressboss.com/cp/wize-demo/single-project.html)
21:45:24	183099/183099	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:23%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/projects/single-project2.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/projects/single-project2.jpg	(from https://wordpressboss.com/cp/wize-demo/single-project.html)
21:45:26	138188/138188	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:25%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/projects/single-project3.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/projects/single-project3.jpg	(from https://wordpressboss.com/cp/wize-demo/single-project.html)
21:45:33	114603/114603	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:27%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/projects/single-project4.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/projects/single-project4.jpg	(from https://wordpressboss.com/cp/wize-demo/single-project.html)
21:45:42	28318/28318	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2004:45:40%20GMT	https://wordpressboss.com/cp/wize-demo/assets/images/blog/author.jpg	D:/My%20Web%20Sites/portfolio1/wordpressboss.com/cp/wize-demo/assets/images/blog/author.jpg	(from https://wordpressboss.com/cp/wize-demo/single-blog.html)
